CN2017,,SITC Rev 4
8481 80 71,ex,747.80
8481 80 73,ex,747.80
8481 80 79,ex,747.80
8481 80 81,ex,747.80
8481 80 85,ex,747.80
8481 80 87,ex,747.80
8481 80 99,ex,747.80
8481 90 00,-,747.90
8482 10 10,ex,746.10
8482 10 90,ex,746.10
8482 20 00,-,746.20
8482 30 00,-,746.30
8482 40 00,-,746.40
8482 50 00,-,746.50
8482 80 00,-,746.80
8482 91 10,ex,746.91
8482 91 90,ex,746.91
8482 99 00,-,746.99
8483 10 21,ex,748.10
8483 10 25,ex,748.10
8483 10 29,ex,748.10
8483 10 50,ex,748.10
8483 10 95,ex,748.10
8483 20 00,-,748.21
8483 30 32,ex,748.22
8483 30 38,ex,748.22
8483 30 80,ex,748.22
8483 40 21,ex,748.40
8483 40 23,ex,748.40
8483 40 25,ex,748.40
8483 40 29,ex,748.40
8483 40 30,ex,748.40
8483 40 51,ex,748.40
8483 40 59,ex,748.40
8483 40 90,ex,748.40
8483 50 20,ex,748.50
8483 50 80,ex,748.50
8483 60 20,ex,748.60
8483 60 80,ex,748.60
8483 90 20,ex,748.90
8483 90 81,ex,748.90
8483 90 89,ex,748.90
8484 10 00,ex,749.20
8484 20 00,ex,749.20
8484 90 00,ex,749.20
8486 10 00,ex,728.21
8486 20 00,ex,728.21
8486 30 00,ex,728.21
8486 40 00,-,728.22
8486 90 00,-,728.29
8487 10 10,ex,749.91
8487 10 90,ex,749.91
8487 90 40,ex,749.99
8487 90 51,ex,749.99
8487 90 57,ex,749.99
8487 90 59,ex,749.99
8487 90 90,ex,749.99
8501 10 10,ex,716.10
8501 10 91,ex,716.10
8501 10 93,ex,716.10
8501 10 99,ex,716.10
8501 20 00,ex,716.31
8501 31 00,ex,716.20
8501 32 00,ex,716.20
8501 33 00,ex,716.20
8501 34 00,ex,716.20
8501 40 20,ex,716.31
8501 40 80,ex,716.31
8501 51 00,ex,716.31
8501 52 20,ex,716.31
8501 52 30,ex,716.31
8501 52 90,ex,716.31
8501 53 50,ex,716.31
8501 53 81,ex,716.31
8501 53 94,ex,716.31
8501 53 99,ex,716.31
8501 61 20,ex,716.32
8501 61 80,ex,716.32
8501 62 00,ex,716.32
8501 63 00,ex,716.32
8501 64 00,ex,716.32
8502 11 20,ex,716.51
8502 11 80,ex,716.51
8502 12 00,ex,716.51
8502 13 20,ex,716.51
8502 13 40,ex,716.51
8502 13 80,ex,716.51
8502 20 20,ex,716.51
8502 20 40,ex,716.51
8502 20 60,ex,716.51
8502 20 80,ex,716.51
8502 31 00,ex,716.52
8502 39 20,ex,716.52
8502 39 80,ex,716.52
8502 40 00,-,716.40
8503 00 10,ex,716.90
8503 00 91,ex,716.90
8503 00 99,ex,716.90
8504 10 20,ex,771.23
8504 10 80,ex,771.23
8504 21 00,ex,771.11
8504 22 10,ex,771.11
8504 22 90,ex,771.11
8504 23 00,ex,771.11
8504 31 21,ex,771.19
8504 31 29,ex,771.19
8504 31 80,ex,771.19
8504 32 00,ex,771.19
8504 33 00,ex,771.19
8504 34 00,ex,771.19
8504 40 30,ex,771.21
8504 40 55,ex,771.21
8504 40 82,ex,771.21
8504 40 84,ex,771.21
8504 40 88,ex,771.21
8504 40 90,ex,771.21
8504 50 20,ex,771.25
8504 50 95,ex,771.25
8504 90 05,ex,771.29
8504 90 11,ex,771.29
8504 90 18,ex,771.29
8504 90 91,ex,771.29
8504 90 99,ex,771.29
8505 11 00,ex,778.81
8505 19 10,ex,778.81
8505 19 90,ex,778.81
8505 20 00,ex,778.81
8505 90 21,ex,778.81
8505 90 29,ex,778.81
8505 90 50,ex,778.81
8505 90 90,ex,778.81
8506 10 11,ex,778.11
8506 10 18,ex,778.11
8506 10 91,ex,778.11
8506 10 98,ex,778.11
8506 30 00,ex,778.11
8506 40 00,ex,778.11
8506 50 10,ex,778.11
8506 50 30,ex,778.11
8506 50 90,ex,778.11
8506 60 00,ex,778.11
8506 80 05,ex,778.11
8506 80 80,ex,778.11
8506 90 00,-,778.17
8507 10 20,ex,778.12
8507 10 80,ex,778.12
8507 20 20,ex,778.12
8507 20 80,ex,778.12
8507 30 20,ex,778.12
8507 30 80,ex,778.12
8507 40 00,ex,778.12
8507 50 00,ex,778.12
8507 60 00,ex,778.12
8507 80 00,ex,778.12
8507 90 30,ex,778.19
8507 90 80,ex,778.19
8508 11 00,ex,775.51
8508 19 00,ex,775.51
8508 60 00,-,775.56
8508 70 00,-,775.57
8509 40 00,-,775.72
8509 80 00,ex,775.73
8509 90 00,-,775.79
8510 10 00,-,775.41
8510 20 00,-,775.42
8510 30 00,ex,775.73
8510 90 00,-,775.49
8511 10 00,ex,778.31
8511 20 00,ex,778.31
8511 30 00,ex,778.31
8511 40 00,ex,778.31
8511 50 00,ex,778.31
8511 80 00,ex,778.31
8511 90 00,-,778.33
8512 10 00,ex,778.34
8512 20 00,ex,778.34
8512 30 10,ex,778.34
8512 30 90,ex,778.34
8512 40 00,ex,778.34
8512 90 10,ex,778.35
8512 90 90,ex,778.35
8513 10 00,-,813.12
8513 90 00,-,813.80
8514 10 10,ex,741.31
8514 10 80,ex,741.31
8514 20 10,ex,741.32
8514 20 80,ex,741.32
8514 30 20,ex,741.33
8514 30 80,ex,741.33
8514 40 00,-,741.34
8514 90 30,ex,741.35
8514 90 70,ex,741.35
8515 11 00,-,737.31
8515 19 10,ex,737.32
8515 19 90,ex,737.32
8515 21 00,-,737.33
8515 29 00,-,737.34
8515 31 00,-,737.35
8515 39 13,ex,737.36
8515 39 18,ex,737.36
8515 39 90,ex,737.36
8515 80 10,ex,737.37
8515 80 90,ex,737.37
8515 90 20,ex,737.39
8515 90 80,ex,737.39
8516 10 11,ex,775.81
8516 10 80,ex,775.81
8516 21 00,ex,775.82
8516 29 10,ex,775.82
8516 29 50,ex,775.82
8516 29 91,ex,775.82
8516 29 99,ex,775.82
8516 31 00,ex,775.83
8516 32 00,ex,775.83
8516 33 00,ex,775.83
8516 40 00,-,775.84
8516 50 00,ex,775.86
8516 60 10,ex,775.86
8516 60 50,ex,775.86
8516 60 70,ex,775.86
8516 60 80,ex,775.86
8516 60 90,ex,775.86
8516 71 00,ex,775.87
8516 72 00,ex,775.87
8516 79 20,ex,775.87
8516 79 70,ex,775.87
8516 80 20,ex,775.88
8516 80 80,ex,775.88
8516 90 00,-,775.89
8517 11 00,ex,764.11
8517 12 00,ex,764.11
8517 18 00,ex,764.11
8517 61 00,ex,764.12
8517 62 00,ex,764.12
8517 69 10,ex,764.12
8517 69 20,ex,764.12
8517 69 30,ex,764.12
8517 69 90,ex,764.12
8517 70 00,-,764.18
8518 10 30,ex,764.21
8518 10 95,ex,764.21
8518 21 00,ex,764.22
8518 22 00,ex,764.22
8518 29 30,ex,764.23
8518 29 95,ex,764.23
8518 30 20,ex,764.24
8518 30 95,ex,764.24
8518 40 30,ex,764.25
8518 40 80,ex,764.25
8518 50 00,-,764.26
8518 90 00,-,764.92
8519 20 10,ex,763.31
8519 20 91,ex,763.31
8519 20 99,ex,763.31
8519 30 00,-,763.35
8519 50 00,-,763.36
8519 81 11,ex,763.39
8519 81 15,ex,763.39
8519 81 21,ex,763.39
8519 81 25,ex,763.39
8519 81 31,ex,763.39
8519 81 35,ex,763.39
8519 81 45,ex,763.39
8519 81 51,ex,763.39
8519 81 70,ex,763.39
8519 81 95,ex,763.39
8519 89 00,ex,763.39
8521 10 20,ex,763.81
8521 10 95,ex,763.81
8521 90 00,-,763.84
8522 10 00,ex,764.99
8522 90 20,ex,764.99
8522 90 30,ex,764.99
8522 90 41,ex,764.99
8522 90 49,ex,764.99
8522 90 70,ex,764.99
8522 90 80,ex,764.99
8523 21 00,ex,898.42
8523 29 15,ex,898.42
8523 29 19,ex,898.42
8523 29 90,ex,898.42
8523 41 10,ex,898.44
8523 41 30,ex,898.44
8523 41 90,ex,898.44
8523 49 10,ex,898.44
8523 49 20,ex,898.44
8523 49 90,ex,898.44
8523 51 10,ex,898.46
8523 51 90,ex,898.46
8523 52 00,ex,898.46
8523 59 10,ex,898.46
8523 59 90,ex,898.46
8523 80 10,ex,898.49
8523 80 90,ex,898.49
8525 50 00,-,764.31
8525 60 00,-,764.32
8525 80 11,ex,764.84
8525 80 19,ex,764.84
8525 80 30,ex,764.84
8525 80 91,ex,764.84
8525 80 99,ex,764.84
8526 10 00,ex,764.83
8526 91 20,ex,764.83
8526 91 80,ex,764.83
8526 92 00,ex,764.83
8527 12 10,ex,762.21
8527 12 90,ex,762.21
8527 13 10,ex,762.21
8527 13 91,ex,762.21
8527 13 99,ex,762.21
8527 19 00,-,762.22
8527 21 20,ex,762.11
8527 21 52,ex,762.11
8527 21 59,ex,762.11
8527 21 70,ex,762.11
8527 21 92,ex,762.11
8527 21 98,ex,762.11
8527 29 00,-,762.12
8527 91 11,ex,762.81
8527 91 19,ex,762.81
8527 91 35,ex,762.81
8527 91 91,ex,762.81
8527 91 99,ex,762.81
8527 92 10,ex,762.82
8527 92 90,ex,762.82
8527 99 00,-,762.89
8528 42 00,ex,761.30
8528 49 00,ex,761.30
8528 52 10,ex,761.40
8528 52 91,ex,761.40
8528 52 99,ex,761.40
8528 59 00,ex,761.40
8528 62 00,ex,761.50
8528 69 20,ex,761.50
8528 69 80,ex,761.50
8528 71 11,ex,761.60
8528 71 15,ex,761.60
8528 71 19,ex,761.60
8528 71 91,ex,761.60
8528 71 99,ex,761.60
8528 72 10,ex,761.60
8528 72 20,ex,761.60
8528 72 30,ex,761.60
8528 72 40,ex,761.60
8528 72 60,ex,761.60
8528 72 80,ex,761.60
8528 73 00,ex,761.60
8529 10 11,ex,764.93
8529 10 31,ex,764.93
8529 10 39,ex,764.93
8529 10 65,ex,764.93
8529 10 69,ex,764.93
8529 10 80,ex,764.93
8529 10 95,ex,764.93
8529 90 15,ex,764.93
8529 90 20,ex,764.93
8529 90 41,ex,764.93
8529 90 49,ex,764.93
8529 90 65,ex,764.93
8529 90 91,ex,764.93
8529 90 92,ex,764.93
8529 90 97,ex,764.93
8530 10 00,ex,778.82
8530 80 00,ex,778.82
8530 90 00,-,778.83
8531 10 30,ex,778.84
8531 10 95,ex,778.84
8531 20 20,ex,778.84
8531 20 40,ex,778.84
8531 20 95,ex,778.84
8531 80 40,ex,778.84
8531 80 70,ex,778.84
8531 90 00,-,778.85
8532 10 00,-,778.61
8532 21 00,-,778.62
8532 22 00,-,778.63
8532 23 00,-,778.64
8532 24 00,-,778.65
8532 25 00,-,778.66
8532 29 00,-,778.67
8532 30 00,-,778.68
8532 90 00,-,778.69
8533 10 00,-,772.31
8533 21 00,ex,772.32
8533 29 00,ex,772.32
8533 31 00,ex,772.33
8533 39 00,ex,772.33
8533 40 10,ex,772.35
8533 40 90,ex,772.35
8533 90 00,-,772.38
8534 00 11,ex,772.20
8534 00 19,ex,772.20
8534 00 90,ex,772.20
8535 10 00,-,772.41
8535 21 00,-,772.42
8535 29 00,-,772.43
8535 30 10,ex,772.44
8535 30 90,ex,772.44
8535 40 00,-,772.45
8535 90 00,-,772.49
8536 10 10,ex,772.51
8536 10 50,ex,772.51
8536 10 90,ex,772.51
8536 20 10,ex,772.52
8536 20 90,ex,772.52
8536 30 10,ex,772.53
8536 30 30,ex,772.53
8536 30 90,ex,772.53
8536 41 10,ex,772.54
8536 41 90,ex,772.54
8536 49 00,ex,772.54
8536 50 03,ex,772.55
8536 50 05,ex,772.55
8536 50 07,ex,772.55
8536 50 11,ex,772.55
8536 50 15,ex,772.55
8536 50 19,ex,772.55
8536 50 80,ex,772.55
8536 61 10,ex,772.57
8536 61 90,ex,772.57
8536 69 10,ex,772.58
8536 69 30,ex,772.58
8536 69 90,ex,772.58
8536 70 00,-,772.56
8536 90 01,ex,772.59
8536 90 10,ex,772.59
8536 90 20,ex,772.59
8536 90 40,ex,772.59
8536 90 95,ex,772.59
8537 10 10,ex,772.61
8537 10 91,ex,772.61
8537 10 95,ex,772.61
8537 10 98,ex,772.61
8537 20 91,ex,772.62
8537 20 99,ex,772.62
8538 10 00,-,772.81
8538 90 11,ex,772.82
8538 90 19,ex,772.82
8538 90 91,ex,772.82
8538 90 99,ex,772.82
8539 10 00,-,778.23
8539 21 30,ex,778.21
8539 21 92,ex,778.21
8539 21 98,ex,778.21
8539 22 10,ex,778.21
8539 22 90,ex,778.21
8539 29 30,ex,778.21
8539 29 92,ex,778.21
8539 29 98,ex,778.21
8539 31 10,ex,778.22
8539 31 90,ex,778.22
8539 32 20,ex,778.22
8539 32 90,ex,778.22
8539 39 20,ex,778.22
8539 39 80,ex,778.22
8539 41 00,ex,778.24
8539 49 00,ex,778.24
8539 50 00,ex,778.78
8539 90 10,ex,778.29
8539 90 90,ex,778.29
8540 11 00,-,776.11
8540 12 00,-,776.12
8540 20 10,ex,776.21
8540 20 80,ex,776.21
8540 40 00,ex,776.23
8540 60 00,ex,776.23
8540 71 00,ex,776.25
8540 79 00,ex,776.25
8540 81 00,ex,776.27
8540 89 00,ex,776.27
8540 91 00,ex,776.29
8540 99 00,ex,776.29
8541 10 00,-,776.31
8541 21 00,-,776.32
8541 29 00,-,776.33
8541 30 00,-,776.35
8541 40 10,ex,776.37
8541 40 90,ex,776.37
8541 50 00,-,776.39
8541 60 00,-,776.81
8541 90 00,-,776.88
8542 31 11,ex,776.42
8542 31 19,ex,776.42
8542 31 90,ex,776.42
8542 32 11,ex,776.44
8542 32 19,ex,776.44
8542 32 31,ex,776.44
8542 32 39,ex,776.44
8542 32 45,ex,776.44
8542 32 55,ex,776.44
8542 32 61,ex,776.44
8542 32 69,ex,776.44
8542 32 75,ex,776.44
8542 32 90,ex,776.44
8542 33 10,ex,776.46
8542 33 90,ex,776.46
8542 39 11,ex,776.49
8542 39 19,ex,776.49
8542 39 90,ex,776.49
8542 90 00,-,776.89
8543 10 00,-,778.71
8543 20 00,ex,778.78
8543 30 40,ex,778.78
8543 30 70,ex,778.78
8543 70 01,ex,778.78
8543 70 02,ex,778.78
8543 70 03,ex,778.78
8543 70 04,ex,778.78
8543 70 05,ex,778.78
8543 70 06,ex,778.78
8543 70 07,ex,778.78
8543 70 08,ex,778.78
8543 70 09,ex,778.78
8543 70 10,ex,778.78
8543 70 30,ex,778.78
8543 70 50,ex,778.78
8543 70 60,ex,778.78
8543 70 90,ex,778.78
8543 90 00,-,778.79
8544 11 10,ex,773.11
8544 11 90,ex,773.11
8544 19 00,ex,773.11
8544 20 00,-,773.12
8544 30 00,-,773.13
8544 42 10,ex,773.16
8544 42 90,ex,773.16
8544 49 20,ex,773.16
8544 49 91,ex,773.16
8544 49 93,ex,773.16
8544 49 95,ex,773.16
8544 49 99,ex,773.16
8544 60 10,ex,773.17
8544 60 90,ex,773.17
8544 70 00,-,773.18
8545 11 00,ex,778.86
8545 19 00,ex,778.86
8545 20 00,ex,778.86
8545 90 10,ex,778.86
8545 90 90,ex,778.86
8546 10 00,-,773.22
8546 20 00,-,773.23
8546 90 10,ex,773.24
8546 90 90,ex,773.24
8547 10 00,-,773.26
8547 20 00,-,773.28
8547 90 00,-,773.29
8548 10 10,ex,778.13
8548 10 21,ex,778.13
8548 10 29,ex,778.13
8548 10 91,ex,778.13
8548 10 99,ex,778.13
8548 90 20,ex,778.13
8548 90 30,ex,778.13
8548 90 90,ex,778.13
8601 10 00,-,791.11
8601 20 00,-,791.15
8602 10 00,-,791.21
8602 90 00,-,791.29
8603 10 00,ex,791.60
8603 90 00,ex,791.60
8604 00 00,-,791.81
8605 00 00,-,791.70
8606 10 00,ex,791.82
8606 30 00,ex,791.82
8606 91 10,ex,791.82
8606 91 80,ex,791.82
8606 92 00,ex,791.82
8606 99 00,ex,791.82
8607 11 00,ex,791.99
8607 12 00,ex,791.99
8607 19 10,ex,791.99
8607 19 90,ex,791.99
8607 21 10,ex,791.99
8607 21 90,ex,791.99
8607 29 00,ex,791.99
8607 30 00,ex,791.99
8607 91 10,ex,791.99
8607 91 90,ex,791.99
8607 99 10,ex,791.99
8607 99 80,ex,791.99
8608 00 00,-,791.91
8609 00 10,ex,786.30
8609 00 90,ex,786.30
8701 10 00,-,722.41
8701 20 10,ex,783.20
8701 20 90,ex,783.20
8701 30 00,-,722.30
8701 91 10,ex,722.49
8701 91 90,ex,722.49
8701 92 10,ex,722.49
8701 92 90,ex,722.49
8701 93 10,ex,722.49
8701 93 90,ex,722.49
8701 94 10,ex,722.49
8701 94 90,ex,722.49
8701 95 10,ex,722.49
8701 95 90,ex,722.49
8702 10 11,ex,783.11
8702 10 19,ex,783.11
8702 10 91,ex,783.11
8702 10 99,ex,783.11
8702 20 10,ex,783.11
8702 20 90,ex,783.11
8702 30 10,ex,783.19
8702 30 90,ex,783.19
8702 40 00,ex,783.19
8702 90 11,ex,783.19
8702 90 19,ex,783.19
8702 90 31,ex,783.19
8702 90 39,ex,783.19
8702 90 90,ex,783.19
8703 10 11,ex,781.10
8703 10 18,ex,781.10
8703 21 10,ex,781.20
8703 21 90,ex,781.20
8703 22 10,ex,781.20
8703 22 90,ex,781.20
8703 23 11,ex,781.20
8703 23 19,ex,781.20
8703 23 90,ex,781.20
8703 24 10,ex,781.20
8703 24 90,ex,781.20
8703 31 10,ex,781.20
8703 31 90,ex,781.20
8703 32 11,ex,781.20
8703 32 19,ex,781.20
8703 32 90,ex,781.20
8703 33 11,ex,781.20
8703 33 19,ex,781.20
8703 33 90,ex,781.20
8703 40 10,ex,781.20
8703 40 90,ex,781.20
8703 50 00,ex,781.20
8703 60 10,ex,781.20
8703 60 90,ex,781.20
8703 70 00,ex,781.20
8703 80 10,ex,781.20
8703 80 90,ex,781.20
8703 90 00,ex,781.20
8704 10 10,ex,782.11
8704 10 90,ex,782.11
8704 21 10,ex,782.19
8704 21 31,ex,782.19
8704 21 39,ex,782.19
8704 21 91,ex,782.19
8704 21 99,ex,782.19
8704 22 10,ex,782.19
8704 22 91,ex,782.19
8704 22 99,ex,782.19
8704 23 10,ex,782.19
8704 23 91,ex,782.19
8704 23 99,ex,782.19
8704 31 10,ex,782.19
8704 31 31,ex,782.19
8704 31 39,ex,782.19
8704 31 91,ex,782.19
8704 31 99,ex,782.19
8704 32 10,ex,782.19
8704 32 91,ex,782.19
8704 32 99,ex,782.19
8704 90 00,ex,782.19
8705 10 00,-,782.21
8705 20 00,-,782.23
8705 30 00,-,782.25
8705 40 00,-,782.27
8705 90 30,ex,782.29
8705 90 80,ex,782.29
8706 00 11,ex,784.10
8706 00 19,ex,784.10
8706 00 91,ex,784.10
8706 00 99,ex,784.10
8707 10 10,ex,784.21
8707 10 90,ex,784.21
8707 90 10,ex,784.25
8707 90 90,ex,784.25
8708 10 10,ex,784.31
8708 10 90,ex,784.31
8708 21 10,ex,784.32
8708 21 90,ex,784.32
8708 29 10,ex,784.32
8708 29 90,ex,784.32
8708 30 10,ex,784.33
8708 30 91,ex,784.33
8708 30 99,ex,784.33
8708 40 20,ex,784.34
8708 40 50,ex,784.34
8708 40 91,ex,784.34
8708 40 99,ex,784.34
8708 50 20,ex,784.35
8708 50 35,ex,784.35
8708 50 55,ex,784.35
8708 50 91,ex,784.35
8708 50 99,ex,784.35
8708 70 10,ex,784.39
8708 70 50,ex,784.39
8708 70 91,ex,784.39
8708 70 99,ex,784.39
8708 80 20,ex,784.39
8708 80 35,ex,784.39
8708 80 55,ex,784.39
8708 80 91,ex,784.39
8708 80 99,ex,784.39
8708 91 20,ex,784.39
8708 91 35,ex,784.39
8708 91 91,ex,784.39
8708 91 99,ex,784.39
8708 92 20,ex,784.39
8708 92 35,ex,784.39
8708 92 91,ex,784.39
8708 92 99,ex,784.39
8708 93 10,ex,784.39
8708 93 90,ex,784.39
8708 94 20,ex,784.39
8708 94 35,ex,784.39
8708 94 91,ex,784.39
8708 94 99,ex,784.39
8708 95 10,ex,784.39
8708 95 91,ex,784.39
8708 95 99,ex,784.39
8708 99 10,ex,784.39
8708 99 93,ex,784.39
8708 99 97,ex,784.39
8709 11 10,ex,744.14
8709 11 90,ex,744.14
8709 19 10,ex,744.15
8709 19 90,ex,744.15
8709 90 00,-,744.19
8710 00 00,-,891.11
8711 10 00,-,785.11
8711 20 10,ex,785.13
8711 20 92,ex,785.13
8711 20 98,ex,785.13
8711 30 10,ex,785.15
8711 30 90,ex,785.15
8711 40 00,-,785.16
8711 50 00,-,785.17
8711 60 10,ex,785.19
8711 60 90,ex,785.19
8711 90 00,ex,785.19
8712 00 30,ex,785.20
8712 00 70,ex,785.20
8713 10 00,ex,785.31
8713 90 00,ex,785.31
8714 10 10,ex,785.35
8714 10 20,ex,785.35
8714 10 30,ex,785.35
8714 10 40,ex,785.35
8714 10 50,ex,785.35
8714 10 90,ex,785.35
8714 20 00,-,785.36
8714 91 10,ex,785.37
8714 91 30,ex,785.37
8714 91 90,ex,785.37
8714 92 10,ex,785.37
8714 92 90,ex,785.37
8714 93 00,ex,785.37
8714 94 20,ex,785.37
8714 94 90,ex,785.37
8714 95 00,ex,785.37
8714 96 10,ex,785.37
8714 96 30,ex,785.37
8714 96 90,ex,785.37
8714 99 10,ex,785.37
8714 99 30,ex,785.37
8714 99 50,ex,785.37
8714 99 90,ex,785.37
8715 00 10,ex,894.10
8715 00 90,ex,894.10
8716 10 92,ex,786.10
8716 10 98,ex,786.10
8716 20 00,-,786.21
8716 31 00,-,786.22
8716 39 10,ex,786.29
8716 39 30,ex,786.29
8716 39 50,ex,786.29
8716 39 80,ex,786.29
8716 40 00,-,786.83
8716 80 00,-,786.85
8716 90 10,ex,786.89
8716 90 30,ex,786.89
8716 90 50,ex,786.89
8716 90 90,ex,786.89
8801 00 10,ex,792.84
8801 00 90,ex,792.84
8802 11 00,-,792.11
8802 12 00,-,792.15
8802 20 00,-,792.20
8802 30 00,-,792.30
8802 40 00,-,792.40
8802 60 11,ex,792.50
8802 60 19,ex,792.50
8802 60 90,ex,792.50
8803 10 00,-,792.91
8803 20 00,-,792.93
8803 30 00,-,792.95
8803 90 10,ex,792.97
8803 90 21,ex,792.97
8803 90 29,ex,792.97
8803 90 30,ex,792.97
8803 90 90,ex,792.97
8804 00 00,-,899.96
8805 10 10,ex,792.83
8805 10 90,ex,792.83
8805 21 00,ex,792.83
8805 29 00,ex,792.83
8901 10 10,ex,793.28
8901 10 90,ex,793.28
8901 20 10,ex,793.22
8901 20 90,ex,793.22
8901 30 10,ex,793.26
8901 30 90,ex,793.26
8901 90 10,ex,793.27
8901 90 90,ex,793.27
8902 00 10,ex,793.24
8902 00 90,ex,793.24
8903 10 10,ex,793.11
8903 10 90,ex,793.11
8903 91 10,ex,793.12
8903 91 90,ex,793.12
8903 92 10,ex,793.19
8903 92 91,ex,793.19
8903 92 99,ex,793.19
8903 99 10,ex,793.19
8903 99 91,ex,793.19
8903 99 99,ex,793.19
8904 00 10,ex,793.70
8904 00 91,ex,793.70
8904 00 99,ex,793.70
8905 10 10,ex,793.51
8905 10 90,ex,793.51
8905 20 00,-,793.55
8905 90 10,ex,793.59
8905 90 90,ex,793.59
8906 10 00,ex,793.29
8906 90 10,ex,793.29
8906 90 91,ex,793.29
8906 90 99,ex,793.29
8907 10 00,-,793.91
8907 90 00,-,793.99
8908 00 00,-,793.30
9001 10 10,ex,884.19
9001 10 90,ex,884.19
9001 20 00,ex,884.19
9001 30 00,-,884.11
9001 40 20,ex,884.15
9001 40 41,ex,884.15
9001 40 49,ex,884.15
9001 40 80,ex,884.15
9001 50 20,ex,884.17
9001 50 41,ex,884.17
9001 50 49,ex,884.17
9001 50 80,ex,884.17
9001 90 00,ex,884.19
9002 11 00,-,884.31
9002 19 00,-,884.32
9002 20 00,-,884.33
9002 90 00,-,884.39
9003 11 00,ex,884.21
9003 19 00,ex,884.21
9003 90 00,-,884.22
9004 10 10,ex,884.23
9004 10 91,ex,884.23
9004 10 99,ex,884.23
9004 90 10,ex,884.23
9004 90 90,ex,884.23
9005 10 00,-,871.11
9005 80 00,-,871.15
9005 90 00,-,871.19
9006 30 00,ex,881.11
9006 40 00,ex,881.11
9006 51 00,ex,881.11
9006 52 00,ex,881.11
9006 53 10,ex,881.11
9006 53 80,ex,881.11
9006 59 00,ex,881.11
9006 61 00,ex,881.13
9006 69 00,ex,881.13
9006 91 00,-,881.14
9006 99 00,-,881.15
9007 10 00,-,881.21
9007 20 00,-,881.22
9007 91 00,-,881.23
9007 92 00,-,881.24
9008 50 00,-,881.32
9008 90 00,-,881.34
9010 10 00,ex,881.35
9010 50 00,ex,881.35
9010 60 00,ex,881.35
9010 90 20,ex,881.36
9010 90 80,ex,881.36
9011 10 10,ex,871.41
9011 10 90,ex,871.41
9011 20 10,ex,871.43
9011 20 90,ex,871.43
9011 80 00,-,871.45
9011 90 10,ex,871.49
9011 90 90,ex,871.49
9012 10 10,ex,871.31
9012 10 90,ex,871.31
9012 90 10,ex,871.39
9012 90 90,ex,871.39
9013 10 10,ex,871.91
9013 10 90,ex,871.91
9013 20 00,-,871.92
9013 80 20,ex,871.93
9013 80 30,ex,871.93
9013 80 90,ex,871.93
9013 90 05,ex,871.99
9013 90 10,ex,871.99
9013 90 80,ex,871.99
9014 10 00,ex,874.11
9014 20 20,ex,874.11
9014 20 80,ex,874.11
9014 80 00,ex,874.11
9014 90 00,-,874.12
9015 10 10,ex,874.13
9015 10 90,ex,874.13
9015 20 10,ex,874.13
9015 20 90,ex,874.13
9015 30 10,ex,874.13
9015 30 90,ex,874.13
9015 40 10,ex,874.13
9015 40 90,ex,874.13
9015 80 20,ex,874.13
9015 80 40,ex,874.13
9015 80 80,ex,874.13
9015 90 00,-,874.14
9016 00 10,ex,874.51
9016 00 90,ex,874.51
9017 10 10,ex,874.22
9017 10 90,ex,874.22
9017 20 05,ex,874.22
9017 20 10,ex,874.22
9017 20 39,ex,874.22
9017 20 90,ex,874.22
9017 30 00,ex,874.23
9017 80 10,ex,874.23
9017 80 90,ex,874.23
9017 90 00,-,874.24
9018 11 00,-,774.11
9018 12 00,ex,774.12
9018 13 00,ex,774.12
9018 14 00,ex,774.12
9018 19 10,ex,774.12
9018 19 90,ex,774.12
9018 20 00,-,774.13
9018 31 10,ex,872.21
9018 31 90,ex,872.21
9018 32 10,ex,872.21
9018 32 90,ex,872.21
9018 39 00,ex,872.21
9018 41 00,-,872.11
9018 49 10,ex,872.19
9018 49 90,ex,872.19
9018 50 10,ex,872.25
9018 50 90,ex,872.25
9018 90 10,ex,872.29
9018 90 20,ex,872.29
9018 90 30,ex,872.29
9018 90 40,ex,872.29
9018 90 50,ex,872.29
9018 90 60,ex,872.29
9018 90 75,ex,872.29
9018 90 84,ex,872.29
9019 10 10,ex,872.31
9019 10 90,ex,872.31
9019 20 00,-,872.33
9020 00 00,-,872.35
9021 10 10,ex,899.63
9021 10 90,ex,899.63
9021 21 10,ex,899.65
9021 21 90,ex,899.65
9021 29 00,ex,899.65
9021 31 00,ex,899.66
9021 39 10,ex,899.66
9021 39 90,ex,899.66
9021 40 00,-,899.61
9021 50 00,-,899.67
9021 90 10,ex,899.69
9021 90 90,ex,899.69
9022 12 00,ex,774.21
9022 13 00,ex,774.21
9022 14 00,ex,774.21
9022 19 00,ex,774.21
9022 21 00,ex,774.22
9022 29 00,ex,774.22
9022 30 00,-,774.23
9022 90 20,ex,774.29
9022 90 80,ex,774.29
9023 00 10,ex,874.52
9023 00 80,ex,874.52
9024 10 20,ex,874.53
9024 10 40,ex,874.53
9024 10 80,ex,874.53
9024 80 11,ex,874.53
9024 80 19,ex,874.53
9024 80 90,ex,874.53
9024 90 00,-,874.54
9025 11 20,ex,874.55
9025 11 80,ex,874.55
9025 19 20,ex,874.55
9025 19 80,ex,874.55
9025 80 20,ex,874.55
9025 80 40,ex,874.55
9025 80 80,ex,874.55
9025 90 00,-,874.56
9026 10 21,ex,874.31
9026 10 29,ex,874.31
9026 10 81,ex,874.31
